,city,timestamp,temperature,season
0,New York,2010-01-01,-3.5845927151611,winter
1,New York,2010-01-02,-1.6624573151294628,winter
2,New York,2010-01-03,-4.037932999755509,winter
3,New York,2010-01-04,-0.8198040973292613,winter
4,New York,2010-01-05,-0.9016767787428382,winter
5,New York,2010-01-06,0.5598914275863258,winter
6,New York,2010-01-07,-1.343124744136159,winter
7,New York,2010-01-08,1.116515283902976,winter
8,New York,2010-01-09,10.234165100618121,winter
9,New York,2010-01-10,0.6193932920657531,winter
10,New York,2010-01-11,-0.04771819323211143,winter
11,New York,2010-01-12,-7.247173083481996,winter
12,New York,2010-01-13,-6.531500928932896,winter
13,New York,2010-01-14,2.646987637358056,winter
14,New York,2010-01-15,4.736779893692501,winter
15,New York,2010-01-16,1.355149272720322,winter
16,New York,2010-01-17,9.436815560618083,winter
17,New York,2010-01-18,-1.5990349769319971,winter
18,New York,2010-01-19,-7.780904173072298,winter
19,New York,2010-01-20,3.5108947616645674,winter
20,New York,2010-01-21,-1.6874526259255394,winter
21,New York,2010-01-22,4.599374493277132,winter
22,New York,2010-01-23,6.168254373222864,winter
23,New York,2010-01-24,-4.031346424498285,winter
24,New York,2010-01-25,-3.060449137943899,winter
25,New York,2010-01-26,5.543107235475126,winter
26,New York,2010-01-27,-1.4360972812427741,winter
27,New York,2010-01-28,5.100958516364979,winter
28,New York,2010-01-29,-0.7421810676126073,winter
29,New York,2010-01-30,-1.0077505962157194,winter
30,New York,2010-01-31,3.0289680422398857,winter
31,New York,2010-02-01,-3.176835076621444,winter
32,New York,2010-02-02,1.1009296618594462,winter
33,New York,2010-02-03,-1.498627679602314,winter
34,New York,2010-02-04,7.878037580919573,winter
35,New York,2010-02-05,0.4933682927711594,winter
36,New York,2010-02-06,0.06969560892587874,winter
37,New York,2010-02-07,-4.5462345050337865,winter
38,New York,2010-02-08,3.385889341255917,winter
39,New York,2010-02-09,-2.3023049374534352,winter
40,New York,2010-02-10,-0.4135316468827628,winter
41,New York,2010-02-11,-1.5562286875282254,winter
42,New York,2010-02-12,0.24399083274159708,winter
43,New York,2010-02-13,0.789601302324632,winter
44,New York,2010-02-14,5.587205237945306,winter
45,New York,2010-02-15,0.933962265022902,winter
46,New York,2010-02-16,-3.412897113310363,winter
47,New York,2010-02-17,-4.444815829652144,winter
48,New York,2010-02-18,3.0060709115704176,winter
49,New York,2010-02-19,-0.2721581848441923,winter
50,New York,2010-02-20,-2.755345260605762,winter
51,New York,2010-02-21,8.172590648923503,winter
52,New York,2010-02-22,2.6648099802833953,winter
53,New York,2010-02-23,-3.1975897886497924,winter
54,New York,2010-02-24,3.412085627182522,winter
55,New York,2010-02-25,9.393366140786462,winter
56,New York,2010-02-26,-2.3733484400521836,winter
57,New York,2010-02-27,0.11954407827345992,winter
58,New York,2010-02-28,-9.230993423726119,winter
59,New York,2010-03-01,14.915042940726167,spring
60,New York,2010-03-02,4.137029529059069,spring
61,New York,2010-03-03,7.481365498873599,spring
62,New York,2010-03-04,10.155473085510055,spring
63,New York,2010-03-05,14.338816372064636,spring
64,New York,2010-03-06,14.313662359671005,spring
65,New York,2010-03-07,16.65274796064719,spring
66,New York,2010-03-08,8.671350086221002,spring
67,New York,2010-03-09,5.214712220000094,spring
68,New York,2010-03-10,6.32628782265645,spring
69,New York,2010-03-11,14.204812196286063,spring
70,New York,2010-03-12,11.546581212317582,spring
71,New York,2010-03-13,27.19019416505126,spring
72,New York,2010-03-14,6.727833537867262,spring
73,New York,2010-03-15,9.265843135893794,spring
74,New York,2010-03-16,9.445991479023988,spring
75,New York,2010-03-17,18.77249216077579,spring
76,New York,2010-03-18,12.537399116244147,spring
77,New York,2010-03-19,15.02376185837951,spring
78,New York,2010-03-20,9.759543852440212,spring
79,New York,2010-03-21,4.190957153350665,spring
80,New York,2010-03-22,2.2791006737054564,spring
81,New York,2010-03-23,11.90998900972544,spring
82,New York,2010-03-24,10.099169965858378,spring
83,New York,2010-03-25,14.66578610545294,spring
84,New York,2010-03-26,15.01004082410751,spring
85,New York,2010-03-27,8.206156990224486,spring
86,New York,2010-03-28,2.760635765902143,spring
87,New York,2010-03-29,-0.5857939842013438,spring
88,New York,2010-03-30,-3.4092623473915706,spring
89,New York,2010-03-31,9.966085023504464,spring
90,New York,2010-04-01,7.226069048622473,spring
91,New York,2010-04-02,-1.312881283365217,spring
92,New York,2010-04-03,2.3991840389732544,spring
93,New York,2010-04-04,8.448147965195204,spring
94,New York,2010-04-05,15.28617432796137,spring
95,New York,2010-04-06,13.991029747243385,spring
96,New York,2010-04-07,3.3390332391097055,spring
97,New York,2010-04-08,22.80515816362942,spring
98,New York,2010-04-09,4.688335861887513,spring
99,New York,2010-04-10,14.203766361163238,spring
100,New York,2010-04-11,5.639674693903159,spring
101,New York,2010-04-12,9.486510913706155,spring
102,New York,2010-04-13,11.868649502448731,spring
103,New York,2010-04-14,20.423084621480527,spring
104,New York,2010-04-15,18.12823547843906,spring
105,New York,2010-04-16,6.793579585730411,spring
106,New York,2010-04-17,0.05853645571498256,spring
107,New York,2010-04-18,8.350168447016452,spring
108,New York,2010-04-19,4.090855825849559,spring
109,New York,2010-04-20,18.59048901002726,spring
110,New York,2010-04-21,-2.8976275870617063,spring
111,New York,2010-04-22,16.14228951161576,spring
112,New York,2010-04-23,6.897781752540377,spring
113,New York,2010-04-24,4.94040417232796,spring
114,New York,2010-04-25,8.86767090631694,spring
115,New York,2010-04-26,6.009532763241648,spring
116,New York,2010-04-27,21.494155997493333,spring
117,New York,2010-04-28,15.421067901087419,spring
118,New York,2010-04-29,11.449803758373967,spring
119,New York,2010-04-30,8.396232030389184,spring
120,New York,2010-05-01,7.744494401008809,spring
121,New York,2010-05-02,16.576654910750822,spring
122,New York,2010-05-03,6.489312740274599,spring
123,New York,2010-05-04,16.854098641500414,spring
124,New York,2010-05-05,15.65518943893347,spring
125,New York,2010-05-06,7.677757301445067,spring
126,New York,2010-05-07,4.472340247405141,spring
127,New York,2010-05-08,17.218386084991025,spring
128,New York,2010-05-09,12.840507172614144,spring
129,New York,2010-05-10,15.609980050641315,spring
130,New York,2010-05-11,18.80753423779451,spring
131,New York,2010-05-12,13.612594552742559,spring
132,New York,2010-05-13,14.200822231234765,spring
133,New York,2010-05-14,12.827609703460242,spring
134,New York,2010-05-15,4.5425557197999655,spring
135,New York,2010-05-16,12.857011240282265,spring
136,New York,2010-05-17,16.091736848057156,spring
137,New York,2010-05-18,2.85228357654441,spring
138,New York,2010-05-19,5.322843881624399,spring
139,New York,2010-05-20,2.6557098299680493,spring
140,New York,2010-05-21,11.203863441176123,spring
141,New York,2010-05-22,11.942013552788904,spring
142,New York,2010-05-23,8.27105123342789,spring
143,New York,2010-05-24,9.707132492361001,spring
144,New York,2010-05-25,15.30967638159375,spring
145,New York,2010-05-26,7.044178272193216,spring
146,New York,2010-05-27,13.342501336009775,spring
147,New York,2010-05-28,4.577554065271361,spring
148,New York,2010-05-29,8.94976166814321,spring
149,New York,2010-05-30,13.942002852518415,spring
150,New York,2010-05-31,4.545629740165351,spring
151,New York,2010-06-01,25.601108655554345,summer
152,New York,2010-06-02,21.539729256560204,summer
153,New York,2010-06-03,27.24492990028367,summer
154,New York,2010-06-04,21.126428422048694,summer
155,New York,2010-06-05,25.761299195428414,summer
156,New York,2010-06-06,22.85059184556793,summer
157,New York,2010-06-07,27.747288486202823,summer
158,New York,2010-06-08,17.349957544868065,summer
159,New York,2010-06-09,16.600869228913027,summer
160,New York,2010-06-10,30.01515701200209,summer
161,New York,2010-06-11,21.136799120712723,summer
162,New York,2010-06-12,20.578958221264546,summer
163,New York,2010-06-13,21.047336863017918,summer
164,New York,2010-06-14,23.16296635887927,summer
165,New York,2010-06-15,26.699715570736167,summer
166,New York,2010-06-16,26.156915490970416,summer
167,New York,2010-06-17,27.23905901051959,summer
168,New York,2010-06-18,17.31972640663869,summer
169,New York,2010-06-19,33.61704220648707,summer
170,New York,2010-06-20,24.375417997481357,summer
171,New York,2010-06-21,22.882447823316337,summer
172,New York,2010-06-22,35.073023647403836,summer
173,New York,2010-06-23,26.490472132863708,summer
174,New York,2010-06-24,19.071959636501415,summer
175,New York,2010-06-25,17.12719421917741,summer
176,New York,2010-06-26,25.789454650694854,summer
177,New York,2010-06-27,28.338249855574524,summer
178,New York,2010-06-28,25.81232494958846,summer
179,New York,2010-06-29,19.543681387290768,summer
180,New York,2010-06-30,23.823462311936915,summer
181,New York,2010-07-01,24.614663820867094,summer
182,New York,2010-07-02,23.423878081793596,summer
183,New York,2010-07-03,30.62912603993437,summer
184,New York,2010-07-04,19.312358658583435,summer
185,New York,2010-07-05,28.158263925694722,summer
186,New York,2010-07-06,28.8703113223257,summer
187,New York,2010-07-07,21.878083892844817,summer
188,New York,2010-07-08,21.70469113232142,summer
189,New York,2010-07-09,17.504467817041363,summer
190,New York,2010-07-10,31.627112380519733,summer
191,New York,2010-07-11,35.766507176919475,summer
192,New York,2010-07-12,28.431474511193247,summer
193,New York,2010-07-13,27.456084029845268,summer
194,New York,2010-07-14,32.163514106380404,summer
195,New York,2010-07-15,24.699783299061927,summer
196,New York,2010-07-16,28.264559206898213,summer
197,New York,2010-07-17,25.560348483473504,summer
198,New York,2010-07-18,21.18486749093573,summer
199,New York,2010-07-19,20.91461354034125,summer
200,New York,2010-07-20,23.305149930120024,summer
201,New York,2010-07-21,23.440026186551442,summer
202,New York,2010-07-22,34.18779436323756,summer
203,New York,2010-07-23,19.25188185531009,summer
204,New York,2010-07-24,23.167246122527963,summer
205,New York,2010-07-25,24.858167511908473,summer
206,New York,2010-07-26,28.75159301195729,summer
207,New York,2010-07-27,33.86252888118075,summer
208,New York,2010-07-28,25.669285905834702,summer
209,New York,2010-07-29,23.14383041374834,summer
210,New York,2010-07-30,25.539459058643203,summer
211,New York,2010-07-31,26.632632003945105,summer
212,New York,2010-08-01,28.860988844833905,summer
213,New York,2010-08-02,23.041073259643074,summer
214,New York,2010-08-03,19.154808275484015,summer
215,New York,2010-08-04,20.95215017094465,summer
216,New York,2010-08-05,24.334391415946378,summer
217,New York,2010-08-06,24.062166532633725,summer
218,New York,2010-08-07,23.078018172924907,summer
219,New York,2010-08-08,18.33536099492283,summer
220,New York,2010-08-09,29.965578218034626,summer
221,New York,2010-08-10,21.779664578737922,summer
222,New York,2010-08-11,22.421954724768742,summer
223,New York,2010-08-12,18.32599143023246,summer
224,New York,2010-08-13,21.209950069773278,summer
225,New York,2010-08-14,33.3318933135711,summer
226,New York,2010-08-15,20.20041140463846,summer
227,New York,2010-08-16,28.911794208656552,summer
228,New York,2010-08-17,21.204136528150805,summer
229,New York,2010-08-18,27.05426000590046,summer
230,New York,2010-08-19,21.63081276257241,summer
231,New York,2010-08-20,24.46473081212302,summer
232,New York,2010-08-21,28.776586440692224,summer
233,New York,2010-08-22,27.207500315136883,summer
234,New York,2010-08-23,26.554236748517262,summer
235,New York,2010-08-24,24.50935696066873,summer
236,New York,2010-08-25,23.22762399978315,summer
237,New York,2010-08-26,30.843605632482543,summer
238,New York,2010-08-27,23.571384611549483,summer
239,New York,2010-08-28,30.781901395581087,summer
240,New York,2010-08-29,30.199307521939243,summer
241,New York,2010-08-30,23.80020834651515,summer
242,New York,2010-08-31,28.874987188795355,summer
243,New York,2010-09-01,15.551282196551686,autumn
244,New York,2010-09-02,21.152525102463485,autumn
245,New York,2010-09-03,9.542513466771625,autumn
246,New York,2010-09-04,9.122707989056133,autumn
247,New York,2010-09-05,20.730829916003156,autumn
248,New York,2010-09-06,23.114374262827642,autumn
249,New York,2010-09-07,12.323682858670807,autumn
250,New York,2010-09-08,14.33860871131662,autumn
251,New York,2010-09-09,11.47166584489067,autumn
252,New York,2010-09-10,11.65816336265836,autumn
253,New York,2010-09-11,23.794217010849533,autumn
254,New York,2010-09-12,21.17861288203778,autumn
255,New York,2010-09-13,16.65518930027158,autumn
256,New York,2010-09-14,11.83792758111543,autumn
257,New York,2010-09-15,12.306019196830217,autumn
258,New York,2010-09-16,17.01832738744166,autumn
259,New York,2010-09-17,10.376453738985592,autumn
260,New York,2010-09-18,14.445142187351783,autumn
261,New York,2010-09-19,15.796515087369169,autumn
262,New York,2010-09-20,14.78022969708222,autumn
263,New York,2010-09-21,17.690510773917048,autumn
264,New York,2010-09-22,17.194905673528783,autumn
265,New York,2010-09-23,13.760999401339788,autumn
266,New York,2010-09-24,24.448997040886194,autumn
267,New York,2010-09-25,14.04379103909401,autumn
268,New York,2010-09-26,18.489951432221414,autumn
269,New York,2010-09-27,11.907951799694345,autumn
270,New York,2010-09-28,9.259845370181232,autumn
271,New York,2010-09-29,7.7353954559340306,autumn
272,New York,2010-09-30,16.13158953158686,autumn
273,New York,2010-10-01,11.965418376093602,autumn
274,New York,2010-10-02,18.065623293933953,autumn
275,New York,2010-10-03,12.871365029911988,autumn
276,New York,2010-10-04,21.841936204295976,autumn
